row.names	lon	lat	rate
USA/NJ-MSHSPSP-PV21168/2020	-74.0550731	40.7381635	0
USA/CT-Yale-376/2020	-75.662956	39.6159851	46.7786797746765
USA/NJ-NYUMC452/2020	-74.0563254	40.9678345	0
USA/SC-DHEC-1118/2020	-79.3343041	33.4392245	25.2293230907908
USA/CT-Yale-393/2020	-73.2006687	41.2428742	0
USA/WI-GMF-07684/2020	-91.0902393	43.8890516	18.9693693152298
USA/IL-IDPH-I-000987/2020	-88.4605713	42.3294391	0
USA/OR-OHSU-0382/2020	-122.857533935248	45.56614365	0
USA/OR-OHSU-0309/2020	-122.857533935248	45.56614365	26.7954390972589
USA/OR-OHSU-0644/2020	-122.857533935248	45.56614365	26.5450373938117
USA/IL-NM-1200/2020	-87.6244212	41.8755616	13.3604886690651
USA/PA-MGEL-00463/2020	-79.9760405	40.4597204	68.6283484373416
USA/NJ-MSHSPSP-PV17629/2020	-74.0563254	40.9678345	12.477383416835
USA/LA-EVTL1842/2020	-93.8931785	32.529173	0
USA/IL-IDPH-I-000287/2020	-87.756525	41.8197385	0
USA/PA-MGEL-00473/2020	-79.9760405	40.4597204	25.6991291117418
USA/CA-CDPH026/2020	-119.7737991	37.1716264	59.4889535885152
USA/HI-H200151/2020	-157.960511	21.468151	33.829157281943
USA/IA-GMF-02699/2020	-91.3961856	43.2961731	7.32919920299899
USA/IA-GMF-M00005/2020	-91.3961856	43.2961731	0
USA/TX-HMH-MCoV-8893/2020	-95.3676974	29.7589382	5.3673085107087
CostaRica/INC-0079/2020	-85.5506962685735	11.0090665	1.87061103909903
CostaRica/INC-0096/2020	-85.5506962685735	11.0090665	26.3370579061511
USA/CA-CZB-13272/2020	-121.6846349	37.2333253	98.8410569777971
USA/OR-OHSU-0165/2020	-122.857533935248	45.56614365	51.2197597801974
USA/LA-EVTL378/2020	-92.1615004	32.4790511	11.066482391512
USA/SC-USC-USC00431/2020	-80.9176832	34.0190006	33.7977103358543
CostaRica/INC-0088/2020	-84.1235962355571	9.74670635	40.5027657605726
CostaRica/INC-0063/2020	-84.4674980076129	10.4624947	29.9285249122898
CostaRica/INC-0138/2020	-122.3646384	37.9675052	44.358929989239
CostaRica/INC-0131/2020	8.2319736	46.7985624	54.434305453857
CostaRica/INC-0111/2020	-98.4951405	29.4246002	24.8220605026148
CostaRica/INC-0176/2020	-84.0594842	9.9084178	41.3014371117958
CostaRica/INC-0087/2020	-121.890583	37.3361905	25.3866852229661
CostaRica/INC-0175/2020	-58.4370894	-34.6075682	103.889140603677
CostaRica/INC-0184/2020	-84.0594842	9.9084178	29.1334335047794
CostaRica/INC-0187/2020	-58.4370894	-34.6075682	0
USA/PR-F6B1/2021	-66.613958	18.011564	22.2625874396961
USA/NY-Wadsworth-21010673-01/2021	-73.7907554	41.1763139	22.509444423779
USA/TX-HMH-MCoV-10799/2020	-95.3676974	29.7589382	68.2857652257245
USA/TX-DSHS-2445/2020	-97.4134281	26.1291189	4.2380815924614
USA/WI-UW-377/2020	-89.4322174	43.0709273	24.2000526430521
USA/NY-PRL-2021_02_15_03F01/2021	-74.0060152	40.7127281	0
USA/NY-NYULH97/2021	-73.9598939	40.7896239	14.1290305028743
USA/AZ-WL-9900234/2020	-111.6546163	32.1112624	20.5318294912538
USA/LA-EVTL595/2020	-93.5959786	32.6676663	28.7094299969889
USA/LA-EVTL574/2020	-93.5959786	32.6676663	0
USA/LA-EVTL474/2020	-93.5959786	32.6676663	17.4535071295395
USA/PA-MGSC30-05/2020	-79.9900861	40.4416941	32.7675945117867
USA/IA-GMF-10147/2020	-91.850265	42.8420766	0
USA/PA-MGEL89/2020	-79.9760405	40.4597204	0
Canada/ON-S50/2020	-79.3839347	43.6534817	18.657368799265
USA/WI-UW-384/2020	-89.4322174	43.0709273	23.5023267847008
USA/CA-ALSR-4602/2020	-93.7929922	42.9376255	33.4573897620653
Canada/ON-S351/2020	-79.3839347	43.6534817	0
USA/PA-MGEL70/2020	-79.9760405	40.4597204	23.2376511729551
USA/LA-GBCL-26684503/2020	-91.0899217	30.5254797	0
USA/DE-DHSS-F972766/2020	-100.7846477	33.1665316	21.965988309611
USA/MT-BHDH-3696/2020	-111.044047	45.6794293	37.710554794473
USA/DE-DHSS-F918481/2020	-100.7846477	33.1665316	25.5003347040056
USA/WI-UW-747/2020	-89.4322174	43.0709273	0
USA/MN-GMF-18787/2020	-91.7807784	43.9582272	21.9861127225405
USA/NY-Wadsworth-101072-01/2020	-74.2507287	41.3873306	29.4197664497131
Canada/ON-S1558/2020	-79.3839347	43.6534817	0
USA/PA-MGEL-00329/2020	-79.9760405	40.4597204	0
USA/MT-BHDH-4261/2020	-111.10513722509	44.6642902	0
USA/AK-PHL6652/2020	-149.894852	61.2163129	0
Mexico/ROO-InDRE-102/2020	-86.9206905837727	20.4320599	13.2564564088426
USA/SC-DHEC-0085/2020	-80.9176832	34.0190006	24.0740965318377
USA/MO-WUSTL-C1/2020	-90.2411165602464	38.6529545	34.6704735709557
USA/AL-HGSC-JGQY/2021	-86.022147	34.0371404	49.1057212245912
USA/DE-DHSS-F1047459/2021	-75.662956	39.6159851	19.8673579159773
USA/LA-EVTL2045/2021	-93.0761115	32.3231432	0
USA/IL-NM-2426/2020	-87.6244212	41.8755616	16.5970476890749
USA/IL-IDPH-BUR-S-0001278/2020	-89.5341179	41.4016294	25.1404963078252
CostaRica/INC-0083/2020	-82.9189842729849	8.8892463	19.168869094115
CostaRica/INC-0095/2020	-40.873577	-3.7357783	24.0647398873309
USA/PA-MGEL-00422/2020	-79.9760405	40.4597204	NA
USA/CA-CDPH-UC634/2020	-122.7776556	39.0505411	NA
USA/WA-S4399/2020	-100.2178972	33.588178	20.2549489843517
USA/CA-CZB-13013/2020	-121.6846349	37.2333253	0
USA/WA-S3031/2020	-123.8658829	47.1744169	0
USA/WA-S3290/2020	-100.2178972	33.588178	0
USA/DE-DHSS-F1012236/2020	-77.2741121	36.9096897	28.0181413916546
USA/IA-GMF-37933/2020	-101.4271085	32.3047833	24.3387005540417
USA/MN-GMF-28226/2020	-91.7807784	43.9582272	0
USA/OR-OHSU-9288/2021	-122.4006413	45.5093799	20.6119540334215
USA/AZ-TG718004/2021	-111.6948197	35.9363252	16.4252057666421
Mexico/BCN-ALSR-5615/2020	-116.9646629	32.5010188	35.7300215074312
Mexico/BCN-ALSR-5603/2020	-116.9646629	32.5010188	27.9857548242915
USA/CA-CDPH-UC614/2020	-122.7776556	39.0505411	66.3278222063851
USA/CA-CZB-17031/2020	-121.6846349	37.2333253	9.83861105470608
USA/NY-NYCPHL-002256/2021	-74.0060152	40.7127281	43.1124773134908
CostaRica/INC-0205/2020	-76.298009	40.1601526	27.9251009919655
USA/OR-OHSU-9331/2021	-122.4006413	45.5093799	22.574510799772
USA/WI-UW-3287/2021	-87.5807546062858	43.0180325	0
USA/AK-PHL6779/2021	-149.85784875	61.2222765	19.3657066121487
USA/CA-CZB-14879/2020	-117.8704931	33.7500378	0
USA/WI-WSLH-210989/2021	-91.1468287	45.8731634	NA
USA/AK-PHL6814/2021	-149.4793288	62.3402481	10.1517154463375
USA/WA-S4868/2021	-122.2117983	47.0022547	18.0859125336694
USA/CA-IGI-3532/2021	-121.899142	37.6090291	17.0683266753764
USA/AZ-TG717734/2021	-111.6546163	32.1112624	20.5518107357353
USA/AZ-TG718048/2021	-111.6948197	35.9363252	34.3522469422127
Mexico/BCN-ALSR-6340/2021	-116.9646629	32.5010188	0
Mexico/BCN-ALSR-5708/2020	-116.9646629	32.5010188	0
USA/DE-DHSS-F1052001/2021	-100.7846477	33.1665316	19.4838853027277
Mexico/BCN-ALSR-4775/2020	-116.9646629	32.5010188	28.4574095086801
USA/AK-PHL6542/2020	-149.4793288	62.3402481	17.6735163478029
Canada/ON-E74b/2020	-75.690308	45.421106	31.4853847646122
USA/IL-NM-2870/2020	-85.8590603	41.6012796	33.2680791678213
USA/AZ-ASPHL-2912/2020	-114.476031572498	32.665135	33.265755603025
Mexico/BCN-ALSR-6000/2020	-116.9646629	32.5010188	0
USA/IL-NM-4803/2020	-87.9939552	42.3327033	22.0768812941751
USA/IA-GMF-15767/2020	-91.850265	42.8420766	0
USA/IA-UIHC-MO20/2020	-91.6061124	41.6861834	14.5155385009365
USA/TX-HMH-MCoV-16073/2020	-95.3676974	29.7589382	30.7514280130858
USA/TX-HMH-MCoV-18081/2020	-95.3676974	29.7589382	22.0167243010963
USA/LA-EVTL1721/2021	-93.5265161	31.5223049	19.1159837770751
USA/LA-ALSR-5826/2020	-90.0701156	29.9499323	11.9152823018453
USA/MO-UW-771/2020	-90.5188127750124	38.6398744	33.566616422337
USA/AK-PHL6592/2020	-149.85784875	61.2222765	40.7356613334296
USA/MT-BHDH-5399/2020	-111.044047	45.6794293	0
USA/OR-OHSU-9164/2021	-122.4006413	45.5093799	52.2857142860131
USA/WA-OHSU-4061/2020	-122.4940866	45.7669047	NA
USA/LA-SR0154/2020	-90.0701156	29.9499323	0
USA/NE-CUMC-20258107/2020	-95.9383758	41.2587459	0
USA/OR-OHSU-3271/2020	-122.4006413	45.5093799	16.4249666278883
USA/OR-OHSU-4255/2020	-122.4006413	45.5093799	56.5594948211802
USA/OR-OHSU-4139/2020	-122.857533935248	45.56614365	9.7625111752401
USA/AZ-WL-CVG00126/2020	-111.6546163	32.1112624	32.5292733522396
USA/LA-EVTL1575/2021	-93.8931785	32.529173	0
USA/WA-S4466/2021	-100.2178972	33.588178	17.3985800497212
USA/LA-EVTL1937/2020	-93.8931785	32.529173	0
USA/LA-ALSR-5827/2020	-90.0701156	29.9499323	11.3491250344729
USA/LA-EVTL1089/2020	-93.8931785	32.529173	28.9992559196921
USA/WA-S3626/2020	-122.6474421	47.594502	14.7159262431155
USA/LA-EVTL1744/2021	-93.1427138	31.6464192	0
USA/AK-PHL6562/2020	-149.4793288	62.3402481	0
USA/DE-DHSS-F1020267/2020	-75.662956	39.6159851	27.9066213306487
USA/AK-PHL6560/2020	-149.680909	64.4459613	0
USA/LA-EVTL518/2020	-93.8931785	32.529173	33.947966909594
USA/LA-EVTL1965/2020	-93.5959786	32.6676663	0
USA/IA-UIHC-MO30/2020	-91.6061124	41.6861834	39.1551545092683
USA/IL-IDPH-I-000808/2021	-87.756525	41.8197385	0
USA/WI-UW-2265/2020	-90.6991696	42.8855277	20.7246063491589
USA/DE-DHSS-FLW00757171/2021	-75.662956	39.6159851	20.9619993430208
USA/MT-BHDH-4922/2020	20.4568974	44.8178131	0
USA/OR-OHSU-7898/2020	-123.082293	45.9280203	0
USA/CA-CZB-15710/2020	-121.6846349	37.2333253	12.490610871822
USA/OR-OHSU-PHL00019/2021	-122.4006413	45.5093799	11.2116576493182
USA/OR-OHSU-PHL00025/2021	-122.4006413	45.5093799	19.9589827336816
USA/OR-OHSU-PHL00023/2021	-122.4006413	45.5093799	21.5270919485473
USA/OR-OHSU-PHL00029/2021	-122.4006413	45.5093799	0
USA/HI-H200678/2020	-157.960511	21.468151	0
USA/HI-H200677/2020	-157.960511	21.468151	16.1354082817589
USA/WA-S3273/2020	-100.2178972	33.588178	18.4888093173266
USA/WA-S3268/2020	-100.2178972	33.588178	0
USA/WA-S3272/2020	-100.2178972	33.588178	0
USA/WA-S3166/2020	-122.2117983	47.0022547	10.3006961577271
USA/WA-S3098/2020	-123.7373472	47.9998383	40.400683727516
USA/WA-OHSU-4924/2020	-122.4940866	45.7669047	0
USA/OR-OHSU-5356/2020	-122.857533935248	45.56614365	30.5322287433827
USA/WA-S3089/2020	-117.4074674	47.5354964	3.50366641601303
USA/OR-OHSU-9276/2021	-122.857533935248	45.56614365	0
USA/AK-PHL6815/2021	-149.4793288	62.3402481	29.8761913481598
USA/OR-OHSU-9376/2021	-122.4006413	45.5093799	0
USA/CA-CDPH-UC470/2020	-119.7737991	37.1716264	41.7344673694359
USA/WA-S3512/2020	-100.2178972	33.588178	0
USA/OR-OHSU-9335/2021	-122.4006413	45.5093799	10.5111773738512
USA/AZ-ASPHL-3246/2020	-112.49123	33.34883	24.9699778984941
USA/AK-PHL6616/2020	-149.4793288	62.3402481	18.8529668689611
USA/LA-EVTL1579/2021	-93.8931785	32.529173	18.8685271005636
USA/IL-IDPH-I-000234/2020	-88.8235511	42.321246	22.8771206164646
USA/AK-PHL6630/2020	-149.85784875	61.2222765	43.7050988455669
USA/OR-OHSU-9177/2021	-122.857533935248	45.56614365	20.8853862328396
USA/OR-OHSU-7942/2020	-122.4006413	45.5093799	19.3959636335044
USA/OR-OHSU-9259/2021	-122.857533935248	45.56614365	0
USA/TX-HMH-MCoV-16175/2020	-95.3676974	29.7589382	0
USA/HI-H210902/2021	-157.960511	21.468151	14.7414567344136
USA/WI-WSLH-201751/2020	-96.2574328	43.6733632	0
USA/LA-EVTL1877/2020	-93.8931785	32.529173	18.083439380838
USA/TX-HMH-MCoV-18370/2020	-95.3676974	29.7589382	0
USA/TX-HMH-MCoV-15390/2020	-95.3676974	29.7589382	56.8190772029013
USA/HI-H200500/2020	-157.960511	21.468151	20.772240533782
USA/AZ-ASPHL-2897/2020	-110.3549451	35.1819775	37.9981721480864
USA/WA-S4354/2021	-100.2178972	33.588178	0
USA/WI-UW-2332/2020	-89.4322174	43.0709273	26.8422883580799
USA/TX-HMH-MCoV-12479/2020	-95.3676974	29.7589382	17.3506378865376
USA/LA-EVTL1951/2020	-93.8931785	32.529173	31.7432638006098
USA/TX-HMH-MCoV-19473/2020	-95.3676974	29.7589382	22.0614616673859
USA/TX-HMH-MCoV-19799/2020	-95.3676974	29.7589382	55.9958107791864
USA/WA-S3449/2020	-120.730253	46.4135961	0
USA/AK-PHL6869/2020	-149.680909	64.4459613	16.1934118885654
USA/TX-HMH-MCoV-12469/2020	-95.3676974	29.7589382	40.3948184383629
USA/AK-PHL6812/2021	-149.4793288	62.3402481	13.787686052479
USA/WI-UW-2373/2020	-85.5346302	37.2433976	0
USA/LA-EVTL1484/2020	-93.8931785	32.529173	0
USA/AL-HGSC-JGAC/2020	-86.5675095	34.7736807	6.69844587120061
USA/TX-DSHS-2051/2020	-97.6041649	30.6580927	20.0467008343571
USA/DE-DHSS-FLW00749233/2021	-100.7846477	33.1665316	20.0118704278404
USA/CA-CZB-13009/2020	-121.6846349	37.2333253	52.6178708934872
USA/WA-S3484/2020	-100.2178972	33.588178	21.2622063530102
USA/WA-S4370/2021	-122.2117983	47.0022547	0
USA/WA-OHSU-3985/2020	-122.4940866	45.7669047	23.0831301077796
USA/OR-OHSU-8767/2020	-122.2305038	45.1608821	21.0140693607325
USA/WA-S4810/2021	-122.4940866	45.7669047	26.7661673360826
USA/LA-EVTL1875/2020	-93.8931785	32.529173	39.5489680934299
USA/LA-EVTL1091/2020	-93.5959786	32.6676663	26.5146379055241
USA/LA-EVTL1403/2020	-93.5959786	32.6676663	0
USA/LA-EVTL1354/2020	-93.5959786	32.6676663	30.2375413777698
USA/LA-EVTL1452/2020	-93.5959786	32.6676663	11.7052484394443
USA/DE-DHSS-FLW00691577/2021	-77.2741121	36.9096897	15.8064162406931
USA/AK-PHL6610/2020	-149.4793288	62.3402481	0
USA/IL-NM-5046/2020	-87.756525	41.8197385	35.6592288625313
USA/AL-HGSC-JHLM/2021	-86.9164513	33.5228184	26.5382682089639
USA/WI-WSLH-210270/2021	-91.7971652	45.8926321	25.4457934001224
USA/IL-IDPH-COO-I-0001026/2021	-87.756525	41.8197385	34.6647261399193
USA/VA-SU-SC_36/2021	-78.279166	39.2127031	13.85713257035
USA/AL-HGSC-JFTA/2020	-85.2654592	31.1355603	22.9269731309949
USA/AL-HGSC-JEQU/2020	-85.2654592	31.1355603	48.8227245344005
USA/DE-DHSS-F1009549/2020	-77.2741121	36.9096897	25.826926093518
USA/DE-DHSS-F987027/2020	-77.2741121	36.9096897	21.4125828441455
USA/AL-HGSC-JFXS/2020	-82.8405691	31.5301809	46.5201712174157
USA/PA-MGEL-00963/2020	-79.9760405	40.4597204	0
USA/PA-MGEL-01093/2020	-79.9760405	40.4597204	22.1010769541738
USA/PA-MGEL-01149/2020	-79.9760405	40.4597204	22.9857780486238
USA/TX-DSHS-2365/2021	-96.7790069	32.7620405	38.9232209741918
USA/SC-DHEC-0057/2021	-79.3343041	33.4392245	28.9037217062996
USA/HI-H200542/2020	-157.960511	21.468151	0
USA/IN-PU-LH000094718/2020	-86.8879689	40.3916066	30.2418657903938
USA/LA-EVTL1090/2020	-93.8931785	32.529173	20.5873598539797
USA/WI-UW-3272/2021	-87.5807546062858	43.0180325	15.1490073251646
USA/NJ-NYULH134/2021	-81.6225075	30.9298212	0
USA/AL-HGSC-JGFI/2020	-86.5675095	34.7736807	27.6303030308724
USA/IA-GMF-23570/2020	-91.8563139	43.2677179	0
USA/IA-GMF-43363/2020	-91.8563139	43.2677179	24.4634031654762
USA/DE-DHSS-F1042804/2020	-77.2741121	36.9096897	11.5188114801113
USA/CA-ALSR-6016/2020	-117.1627728	32.7174202	0
USA/LA-EVTL1997/2021	-93.8931785	32.529173	10.4747431791796
USA/OR-OHSU-8691/2020	-122.857533935248	45.56614365	0
USA/PA-MGEL-00949/2020	-79.9760405	40.4597204	20.3039142972242
USA/OH-UW-2400/2020	-83.0076657	40.0283162	0
USA/OR-OHSU-3447/2020	-122.4006413	45.5093799	0
USA/AL-Clay-JEEZ/2020	-98.2123296	33.6856157	16.2755584708873
USA/DE-DHSS-F1047461/2021	-75.662956	39.6159851	6.94405225739304
USA/DE-DHSS-F1019096/2020	-100.7846477	33.1665316	10.5016574831641
USA/DE-DHSS-F1019092/2020	-100.7846477	33.1665316	28.9393457353011
USA/IL-NM-5197/2020	-87.756525	41.8197385	36.5699781567776
USA/AL-HGSC-JFWX/2020	-89.9324347	38.4616972	29.8792003872709
USA/AL-HGSC-JGDH/2020	-86.9901321	34.8342463	17.540095052371
USA/AL-HGSC-JGNS/2021	-86.1999118	32.1672192	20.0074540811312
USA/IN-PU-LH000124570/2021	-86.8879689	40.3916066	36.7232051080833
USA/WI-GMF-31611/2020	-90.6397264	43.9416755	0
USA/DE-DHSS-FLW00406161/2020	-75.662956	39.6159851	22.597624077127
USA/CA-CZB-16984/2020	-121.6846349	37.2333253	0
USA/AK-PHL6833/2021	-149.680909	64.4459613	57.7801328965082
USA/AK-PHL6832/2021	-149.680909	64.4459613	0
USA/AK-PHL6836/2021	-149.680909	64.4459613	29.6042104207645
USA/AK-PHL6808/2021	-149.4793288	62.3402481	17.8463904387721
USA/WA-S4882/2021	-100.2178972	33.588178	105.018978400713
USA/WI-UW-2488/2020	-89.4322174	43.0709273	13.868479716319
USA/AL-HGSC-JGQE/2021	-86.9164513	33.5228184	22.6017880724772
USA/IL-NM-2413/2020	-87.6244212	41.8755616	29.0903071107858
USA/WI-GMF-32806/2020	-91.0902393	43.8890516	26.2678201310412
USA/WI-UW-2828/2021	-87.5807546062858	43.0180325	0
USA/WI-UW-2385/2020	-89.4322174	43.0709273	24.4143890571797
USA/IA-GMF-27699/2020	-91.3961856	43.2961731	0
USA/IA-GMF-28426/2020	-91.3961856	43.2961731	26.8105350824071
USA/WI-UW-3330/2021	-83.2221527	29.9978185	9.07462949707943
USA/MN-GMF-38230/2020	-91.7807784	43.9582272	8.74396215932624
USA/WI-MPHL-U1050064/2021	-87.5807546062858	43.0180325	18.7491115147599
USA/AK-PHL6588/2020	-149.680909	64.4459613	31.884328461946
USA/WI-UW-3322/2021	-85.5346302	37.2433976	86.3957321503597
USA/IA-GMF-28410/2020	-91.3961856	43.2961731	0
USA/IA-GMF-32164/2020	-91.3961856	43.2961731	24.7991559482726
USA/PA-MGEL-01094/2020	-79.9760405	40.4597204	31.8178752254749
USA/PA-MGEL-00960/2020	-79.9760405	40.4597204	15.7163544436519
USA/NY-PRL-2021_0210_06C12/2021	-74.0060152	40.7127281	46.2937731499217
USA/WI-WSLH-201510/2020	-88.7673031	43.0224668	0
USA/NY-Wadsworth-252054-01/2020	-76.7725493	42.1384667	16.3467445989564
USA/AK-PHL6589/2020	17.7736243	62.9217072	16.3467445989564
USA/IL-IDPH-I-000740/2020	-87.9939552	42.3327033	0
USA/IL-UW-1617/2020	-89.1496574	42.3255276	23.0245045069932
USA/IL-IDPH-I-000233/2020	-89.1496574	42.3255276	0
USA/IL-IDPH-I-000455/2020	-87.756525	41.8197385	19.1476241220464
USA/IL-NM-2478/2020	-87.9939552	42.3327033	7.48010458519165
USA/AL-SL-21020246152/2021	-85.3077038	32.5814796	21.1894692367283
USA/IA-GMF-47194/2021	-91.3961856	43.2961731	22.0927173804292
USA/IA-GMF-36354/2020	-91.3961856	43.2961731	48.8982689118665
USA/MN-GMF-38975/2020	-91.4685617	43.6624222	29.8515648889481
USA/IL-IDPH-I-000229/2020	-88.4319488	41.5853584	31.6474049694414
USA/IA-GMF-48948/2021	-91.8563139	43.2677179	0
USA/NY-PRL-2021_02_12_02D11/2021	-74.0060152	40.7127281	22.7688257618418
USA/CA-ALSR-3498/2020	-117.1627728	32.7174202	0
CostaRica/INC-0042/2020	-84.4674980076129	10.4624947	25.800902144024
USA/WI-UW-845/2020	-89.4322174	43.0709273	11.0744038102092
USA/PA-MGEL-00793/2020	-79.9760405	40.4597204	38.7929530377971
USA/PA-MGEL-00967/2020	-79.9760405	40.4597204	9.30380767363041
Canada/ON-S52/2020	-79.3839347	43.6534817	47.46063326872
Mexico/TLA-InDRE-106/2020	-98.6112926770883	19.55201735	9.52842724466899
USA/CA-CDPH-UC1269/2020	-122.6199638	38.0409144	27.2486640815172
CostaRica/INC-0058/2020	-84.4674980076129	10.4624947	13.6619089936128
USA/AK-PHL383/2020	-149.894852	61.2163129	82.3279866338999
Mexico/TAB-InDRE-105/2020	-93.6634408051158	17.7620967	24.2532809752404
USA/OR-OHSU-3975/2020	-122.4006413	45.5093799	NA
USA/IA-UIHC-MO28/2020	-91.6061124	41.6861834	21.8145695370017
USA/IA-GMF-24556/2020	-91.850265	42.8420766	33.3495494350227
USA/IA-UIHC-MO24/2020	-91.6061124	41.6861834	54.5145285029935
USA/WI-UW-320/2020	-87.5807546062858	43.0180325	15.7291653654059
USA/IA-GMF-32590/2020	-91.3961856	43.2961731	43.987770478703
USA/WI-GMF-28010/2020	-90.8938474	43.2271639	14.358599830729
USA/IL-IDPH-I-000231/2020	-89.2888533	41.7459056	23.3401297924078
CostaRica/INC-0052/2020	-84.6218658823131	9.7072481	0
Panama/334036/2020	-79.6793266702984	8.98985635	13.6805567759182
CostaRica/INC-0080/2020	-83.481556286107	10.1493599	0
CostaRica/INC-0171/2020	-120.2422615	35.9776891	27.5630760644998
CostaRica/INC-0142/2020	-73.2829254149924	6.52548015	0
CostaRica/INC-0182/2020	-106.3022466	35.2197649	19.0202266347768
CostaRica/INC-0194/2020	-87.9426681	15.851465	0
USA/TX-HMH0313/2020	-95.3963667	29.939219	26.2436708509701
USA/TX-HMH-6041/2020	-95.3963667	29.939219	7.66868208144004
Canada/ON-E58/2020	-75.690308	45.421106	0
USA/IN-Lilly-IPB0173-09bc17/2020	-86.1583502	39.7683331	0
USA/OR-OHSU-0438/2020	-122.4006413	45.5093799	30.9620829903821
USA/TX-HMH-MCoV-15402/2020	-95.3676974	29.7589382	29.5642089844147
USA/TX-HMH-MCoV-12418/2020	-95.3676974	29.7589382	19.7094726562765
USA/TX-HMH-MCoV-16304/2020	-95.3676974	29.7589382	0
USA/AZ-ASPHL-2910/2020	-112.49123	33.34883	34.9706882702542
Mexico/BCN-ALSR-3624/2020	-114.290773141853	31.9939146	0
USA/CA-CDPH-UC1221/2020	-121.9059001	38.7184542	101.366715309191
Mexico/BCN-ALSR-6339/2021	-116.9646629	32.5010188	0
USA/CA-CZB-3670/2020	-119.7737991	37.1716264	25.9892289844361
USA/CA-CZB-13115/2020	-119.7737991	37.1716264	30.2727782570396
USA/HI-H200170/2020	-157.960511	21.468151	18.5974291841907
USA/HI-H200582/2020	-157.960511	21.468151	NA
USA/HI-H200562/2020	-156.3105232	20.7580586	0
USA/HI-H200567/2020	-156.3105232	20.7580586	0
USA/HI-H200611/2020	-157.960511	21.468151	23.4876609055504
USA/HI-H200674/2020	-157.960511	21.468151	14.4148383509144
USA/HI-H200703/2020	-157.960511	21.468151	21.0986913102082
USA/HI-H200642/2020	-157.960511	21.468151	42.7311327998692
USA/AZ-WL-CVG00116/2020	-111.6546163	32.1112624	0
USA/WI-WSLH-210298/2020	-87.5807546062858	43.0180325	0
USA/HI-H200180/2020	-157.960511	21.468151	0
USA/HI-H200392/2020	-157.960511	21.468151	34.2054018200137
USA/LA-EVTL1099/2020	-93.8931785	32.529173	0
